SN,ID,Year,Semester,CourseLevel,CourseType,Gender,Asignment,StudentsGrade,InstructorsGrade,Difference,Behavior,,,
2536,11C5,2016,1,1,F2F,1,Test2,77,71,-6,1,,,
1821,21B1,2016,1,1,F2F,1,Quiz3,65,59,-6,1,,,
2157,21D9,2016,1,1,F2F,0,Quiz6,51,45,-6,1,,,
2158,21D10,2016,1,1,F2F,0,Test3,51,45,-6,1,,,
729,13C8,2016,2,1,F2F,0,exam2,100,95,-5,1,,,
1169,13C8,2016,2,1,F2F,1,exam2 ,100,95,-5,1,,,
490,13B23,2016,2,1,F2F,0,exam2,97,92,-5,1,,,
1207,23B8,2016,2,1,F2F,0,exam2,96,91,-5,1,,,
1032,13C5,2016,2,1,F2F,0,quiz4,100,95,-5,1,,,
1232,13A30,2016,2,1,F2F,1,Test1,93,88,-5,1,,,
967,13B17,2016,2,1,F2F,0,Quiz1,90,85,-5,1,,,
1317,23B8,2016,2,1,F2F,0,Quiz2,90,85,-5,1,,,
88,13A8,2016,2,1,F2F,0,Quiz4,90,85,-5,1,,,
418,13A8,2016,2,1,F2F,0,Quiz5,90,85,-5,1,,,
968,13A8,2016,2,1,F2F,0,Test2,90,85,-5,1,,,
1099,13D13,2016,2,1,F2F,0,Quiz4,85,80,-5,1,,,
847,13A13,2016,2,1,F2F,0,Quiz5,85,80,-5,1,,,
1389,11B18,2016,1,1,F2F,0,Test2,85,80,-5,1,,,
1882,21B24,2016,1,1,F2F,0,Quiz4,76,71,-5,1,,,
1752,21B29,2016,1,1,F2F,0,Quiz5,76,71,-5,1,,,
1521,21A4,2016,1,1,F2F,0,Test2,76,71,-5,1,,,
1899,21B9,2016,1,1,F2F,1,Quiz8,70,65,-5,1,,,
1911,21B18,2016,1,1,F2F,1,Final,70,65,-5,1,,,
2381,31B04,2016,1,1,F2F,1,Quiz1,60,55,-5,1,,,
2382,31B19,2016,1,1,F2F,1,Quiz2,60,55,-5,1,,,
1617,21B21,2016,1,1,F2F,1,Quiz4,60,55,-5,1,,,
2582,11C8,2016,1,1,F2F,1,Quiz5,60,55,-5,1,,,
1441,11A4,2016,1,1,F2F,1,Test2,60,55,-5,1,,,
1906,21B2,2016,1,1,F2F,0,Quiz3,82,77,-5,1,,,
2303,41A26,2016,1,1,F2F,0,Quiz8,79,74,-5,1,,,
1647,21B6,2016,1,1,F2F,1,Quiz3,69,64,-5,1,,,
1573,21B17,2016,1,1,F2F,1,Quiz2,65,60,-5,1,,,
1690,21B20,2016,1,1,F2F,1,Quiz5,65,60,-5,1,,,
1607,21C24,2016,1,1,F2F,1,Test2,65,60,-5,1,,,
2342,31B25,2016,1,1,F2F,0,Quiz8,57,52,-5,1,,,
581,13B2,2016,2,1,F2F,1,quiz5,100,95,-5,1,,,
1024,13B26,2016,2,1,F2F,1,exam2 ,100,96,-4,1,,,
836,13A17,2016,2,1,F2F,1,exam2 ,100,96,-4,1,,,
1876,21B11,2016,1,1,F2F,0,exam2,79,75,-4,1,,,
1687,21B8,2016,1,1,F2F,0,Quiz8,77,73,-4,1,,,
1714,21C18,2016,1,1,F2F,0,Final,77,73,-4,1,,,
1782,21C2,2016,1,1,F2F,1,Quiz1,60,56,-4,1,,,
1927,21B12,2016,1,1,F2F,1,Quiz2,60,56,-4,1,,,
1955,21C14,2016,1,1,F2F,1,Quiz3,60,56,-4,1,,,
1989,21C12,2016,1,1,F2F,1,Test1,60,56,-4,1,,,
1263,13B11,2016,2,1,F2F,1,Quiz8,90,86,-4,1,,,
2369,31A14,2016,1,1,F2F,1,Quiz3,78,74,-4,1,,,
1940,21C10,2016,1,1,F2F,1,Quiz2,65,61,-4,1,,,
2052,21C11,2016,1,1,F2F,1,Quiz5,65,61,-4,1,,,
2053,21C17,2016,1,1,F2F,1,Test2,65,61,-4,1,,,
1845,21B20,2016,1,1,F2F,1,Quiz1,58,54,-4,1,,,
1337,11A18,2016,1,1,F2F,1,Quiz4,58,54,-4,1,,,
1926,21C23,2016,1,1,F2F,1,Test1,58,54,-4,1,,,
1135,13D12,2016,2,1,F2F,0,exam1,100,97,-3,1,,,
34,13B26,2016,2,1,F2F,0,exam1,100,97,-3,1,,,
36,13B9,2016,2,1,F2F,1,exam2,100,97,-3,1,,,
1221,23A14,2016,2,1,F2F,0,exam1,95,92,-3,1,,,
171,13C29,2016,2,1,F2F,0,exam2 ,94,91,-3,1,,,
1459,11B7,2016,1,1,F2F,0,exam2 ,75,72,-3,1,,,
1614,21B14,2016,1,1,F2F,0,exam1,52,49,-3,1,,,
419,13C30,2016,2,1,F2F,0,Quiz6,95,92,-3,1,,,
529,13C30,2016,2,1,F2F,0,Quiz7,95,92,-3,1,,,
1079,13C30,2016,2,1,F2F,0,Test3,95,92,-3,1,,,
971,13C25,2016,2,1,F2F,0,Quiz4,87,84,-3,1,,,
656,13B3,2016,2,1,F2F,0,Quiz5,87,84,-3,1,,,
1206,13B3,2016,2,1,F2F,0,Test2,87,84,-3,1,,,
106,13B3,2016,2,1,F2F,0,Quiz8,84,81,-3,1,,,
436,13B3,2016,2,1,F2F,0,Final,84,81,-3,1,,,
1933,21B15,2016,1,1,F2F,0,Quiz1,80,77,-3,1,,,
1959,21B15,2016,1,1,F2F,0,Quiz2,80,77,-3,1,,,
1997,21C15,2016,1,1,F2F,0,Quiz3,80,77,-3,1,,,
1998,21C16,2016,1,1,F2F,0,Test1,80,77,-3,1,,,
1741,21B27,2016,1,1,F2F,0,Quiz1,78,75,-3,1,,,
1893,21C9,2016,1,1,F2F,0,Quiz2,78,75,-3,1,,,
1892,21C1,2016,1,1,F2F,0,Quiz3,78,75,-3,1,,,
1853,21C9,2016,1,1,F2F,0,Test1,78,75,-3,1,,,
485,13B5,2016,2,1,F2F,0,Quiz7,98,95,-3,1,,,
330,23A20,2016,2,1,F2F,0,Quiz1,88,85,-3,1,,,
444,23B10,2016,2,1,F2F,0,Quiz4,88,85,-3,1,,,
880,23A20,2016,2,1,F2F,0,Test1,88,85,-3,1,,,
2031,21B23,2016,1,1,F2F,0,Quiz7,80,77,-3,1,,,
2438,31A02,2016,1,1,F2F,0,Quiz3,63,60,-3,1,,,
384,13A27,2016,2,1,F2F,0,exam2,95,93,-2,1,,,
1830,21B10,2016,1,1,F2F,0,exam1,82,80,-2,1,,,
2413,31B10,2016,1,1,F2F,0,exam1,80,78,-2,1,,,
2414,31A10,2016,1,1,F2F,0,exam1,80,78,-2,1,,,
934,13A27,2016,2,1,F2F,0,Quiz1,95,93,-2,1,,,
609,13C12,2016,2,1,F2F,0,Quiz2,95,93,-2,1,,,
719,13C12,2016,2,1,F2F,0,Quiz3,95,93,-2,1,,,
1159,13C12,2016,2,1,F2F,0,Test1,95,93,-2,1,,,
986,13B3,2016,2,1,F2F,0,Quiz4,83,81,-2,1,,,
433,13C11,2016,2,1,F2F,0,Quiz5,83,81,-2,1,,,
543,13C11,2016,2,1,F2F,0,Test2,83,81,-2,1,,,
1616,21C22,2016,1,1,F2F,0,Quiz4,60,58,-2,1,,,
1909,21B25,2016,1,1,F2F,0,Quiz5,60,58,-2,1,,,
1910,21B2,2016,1,1,F2F,0,Test2,60,58,-2,1,,,
921,13A18,2016,2,1,F2F,0,Quiz2,98,96,-2,1,,,
590,13B14,2016,2,1,F2F,0,Quiz5,98,96,-2,1,,,
1140,13B14,2016,2,1,F2F,0,Test2,98,96,-2,1,,,
206,13A14,2016,2,1,F2F,1,Final,87,85,-2,1,,,
2269,41A35,2016,1,1,F2F,1,Quiz3,59,57,-2,1,,,
704,13B25,2016,2,1,F2F,1,exam1,100,99,-1,1,,,
184,13A3,2016,2,1,F2F,0,exam2,90,89,-1,1,,,
536,13A14,2016,2,1,F2F,1,exam2,86,85,-1,1,,,
1167,13B16,2016,2,1,F2F,1,exam2,85,84,-1,1,,,
1611,21B3,2016,1,1,F2F,1,exam2,75,74,-1,1,,,
1042,13B6,2016,2,1,F2F,0,Quiz1,93,92,-1,1,,,
1222,23A2,2016,2,1,F2F,0,Quiz2,93,92,-1,1,,,
57,23B11,2016,2,1,F2F,0,Quiz3,93,92,-1,1,,,
117,23B13,2016,2,1,F2F,0,Test1,93,92,-1,1,,,
2271,41A23,2016,1,1,F2F,0,Quiz1,80,79,-1,1,,,
2304,41A29,2016,1,1,F2F,0,Quiz1,80,79,-1,1,,,
2305,41A24,2016,1,1,F2F,0,Quiz2,80,79,-1,1,,,
2306,41A28,2016,1,1,F2F,0,Quiz2,80,79,-1,1,,,
2307,41A31,2016,1,1,F2F,0,Quiz3,80,79,-1,1,,,
2308,41A23,2016,1,1,F2F,0,Quiz3,80,79,-1,1,,,
2309,41A29,2016,1,1,F2F,0,Test1,80,79,-1,1,,,
2310,41A28,2016,1,1,F2F,0,Test1,80,79,-1,1,,,
2441,31B15,2016,1,1,F2F,0,Quiz4,64,63,-1,1,,,
2498,31A06,2016,1,1,F2F,0,Quiz5,64,63,-1,1,,,
2499,31C02,2016,1,1,F2F,0,Test2,64,63,-1,1,,,
1086,13A14,2016,2,1,F2F,0,Quiz3,86,85,-1,1,,,
1801,21B19,2016,1,1,F2F,1,Quiz7,76,75,-1,1,,,
1157,23B11,2016,2,1,F2F,1,exam1,90,91,1,0,,,
427,13A19,2016,2,1,F2F,1,exam2 ,82,83,1,0,,,
754,13A25,2016,2,1,F2F,0,Quiz6,80,81,1,0,,,
1307,13A19,2016,2,1,F2F,0,Quiz7,80,81,1,0,,,
645,13A22,2016,2,1,F2F,0,Test3,80,81,1,0,,,
2257,41A16,2016,1,1,F2F,0,Quiz8,41,42,1,0,,,
2397,31B24,2016,1,1,F2F,0,Final,41,42,1,0,,,
37,23B4,2016,2,1,F2F,0,Quiz3,96,97,1,0,,,
1053,13C13,2016,2,1,F2F,1,Quiz3,95,96,1,0,,,
776,23A19,2016,2,1,F2F,1,Quiz1,94,95,1,0,,,
889,23A3,2016,2,1,F2F,1,Quiz4,94,95,1,0,,,
48,13D21,2016,2,1,F2F,1,Test1,94,95,1,0,,,
1046,13A6,2016,2,1,F2F,0,Quiz3,92,93,1,0,,,
551,23B6,2016,2,1,F2F,0,Quiz3,91,92,1,0,,,
1110,23A8,2016,2,1,F2F,0,Quiz7,88,89,1,0,,,
99,23B14,2016,2,1,F2F,0,Quiz1,81,82,1,0,,,
541,23A18,2016,2,1,F2F,0,Quiz4,81,82,1,0,,,
103,13C11,2016,2,1,F2F,0,Test1,81,82,1,0,,,
2312,31A09,2016,1,1,F2F,0,Quiz8,78,79,1,0,,,
1576,21C22,2016,1,1,F2F,0,Quiz3,59,60,1,0,,,
1938,21B19,2016,1,1,F2F,0,Quiz1,57,58,1,0,,,
1960,21C3,2016,1,1,F2F,0,Quiz4,57,58,1,0,,,
1961,21C21,2016,1,1,F2F,0,Test1,57,58,1,0,,,
874,13C16,2016,2,1,F2F,0,exam1,91,93,2,0,,,
611,13C29,2016,2,1,F2F,0,exam2 ,90,92,2,0,,,
297,13A13,2016,2,1,F2F,1,exam2,88,90,2,0,,,
1290,13B15,2016,2,1,F2F,1,exam2 ,87,89,2,0,,,
200,13A23,2016,2,1,F2F,1,exam2 ,87,89,2,0,,,
2098,21D6,2016,1,1,F2F,1,exam1,75,77,2,0,,,
494,13A27,2016,2,1,F2F,1,Quiz8,90,92,2,0,,,
1044,13A27,2016,2,1,F2F,1,Final,90,92,2,0,,,
738,13A28,2016,2,1,F2F,0,Quiz6,80,82,2,0,,,
102,13B10,2016,2,1,F2F,0,Quiz7,80,82,2,0,,,
432,13B10,2016,2,1,F2F,0,Test3,80,82,2,0,,,
378,13D21,2016,2,1,F2F,0,Quiz1,93,95,2,0,,,
488,13D21,2016,2,1,F2F,0,Quiz4,93,95,2,0,,,
1038,13D21,2016,2,1,F2F,0,Test1,93,95,2,0,,,
1298,13A8,2016,2,1,F2F,0,Quiz6,90,92,2,0,,,
282,13A21,2016,2,1,F2F,0,Test3,90,92,2,0,,,
713,13B11,2016,2,1,F2F,0,Quiz1,86,88,2,0,,,
402,13C22,2016,2,1,F2F,0,Quiz4,86,88,2,0,,,
512,13C22,2016,2,1,F2F,0,Test1,86,88,2,0,,,
973,13D24,2016,2,1,F2F,0,Quiz6,82,84,2,0,,,
819,13B4,2016,2,1,F2F,0,Test3,82,84,2,0,,,
2061,21C18,2016,1,1,F2F,1,Quiz3,78,80,2,0,,,
1081,13C25,2016,2,1,F2F,0,Quiz4,85,88,3,0,,,
1138,23B7,2016,2,1,F2F,0,Quiz5,85,88,3,0,,,
935,13D26,2016,2,1,F2F,0,Test2,85,88,3,0,,,
84,13C3,2016,2,1,F2F,0,Quiz6,83,86,3,0,,,
194,13C3,2016,2,1,F2F,0,Quiz7,83,86,3,0,,,
304,13C3,2016,2,1,F2F,0,Test3,83,86,3,0,,,
1180,13B15,2016,2,1,F2F,0,Quiz4,80,83,3,0,,,
913,23B5,2016,2,1,F2F,0,Quiz5,80,83,3,0,,,
793,13A20,2016,2,1,F2F,1,Quiz8,80,83,3,0,,,
98,13D22,2016,2,1,F2F,0,Test2,80,83,3,0,,,
208,13D22,2016,2,1,F2F,1,Final,80,83,3,0,,,
2461,31A13,2016,1,1,F2F,0,Quiz1,75,78,3,0,,,
2525,11C7,2016,1,1,F2F,0,Quiz2,75,78,3,0,,,
2551,11C11,2016,1,1,F2F,0,Quiz3,75,78,3,0,,,
2523,11C22,2016,1,1,F2F,0,Quiz8,75,78,3,0,,,
1366,11A13,2016,1,1,F2F,0,Test1,75,78,3,0,,,
1386,11A18,2016,1,1,F2F,0,Final,75,78,3,0,,,
1875,21B12,2016,1,1,F2F,1,Quiz8,72,75,3,0,,,
2458,31B01,2016,1,1,F2F,1,Final,72,75,3,0,,,
31,13B2,2016,2,1,F2F,0,Quiz1,96,99,3,0,,,
361,13B2,2016,2,1,F2F,0,Quiz2,96,99,3,0,,,
911,13B2,2016,2,1,F2F,0,Quiz4,96,99,3,0,,,
239,13D17,2016,2,1,F2F,0,Quiz5,96,99,3,0,,,
569,13D17,2016,2,1,F2F,0,Test1,96,99,3,0,,,
679,13D17,2016,2,1,F2F,0,Test2,96,99,3,0,,,
466,13B12,2016,2,1,F2F,0,Quiz6,95,98,3,0,,,
480,13B14,2016,2,1,F2F,0,Test3,95,98,3,0,,,
625,13B1,2016,2,1,F2F,0,Quiz7,85,88,3,0,,,
428,13D22,2016,2,1,F2F,0,Final,80,83,3,0,,,
717,23B11,2016,2,1,F2F,1,Quiz8,78,81,3,0,,,
1682,21B2,2016,1,1,F2F,1,Quiz3,70,73,3,0,,,
1352,11B2,2016,1,1,F2F,1,Quiz6,70,73,3,0,,,
1347,11B11,2016,1,1,F2F,1,Test3,70,73,3,0,,,
1187,13B17,2016,2,1,F2F,1,Quiz3,80,84,4,0,,,
647,13A19,2016,2,1,F2F,1,Quiz6,80,84,4,0,,,
1197,13A19,2016,2,1,F2F,1,Quiz7,80,84,4,0,,,
642,13C18,2016,2,1,F2F,1,Test3,80,84,4,0,,,
1410,11A4,2016,1,1,F2F,0,Quiz8,60,64,4,0,,,
1500,21A6,2016,1,1,F2F,0,Final,60,64,4,0,,,
930,13B23,2016,2,1,F2F,1,Quiz3,90,94,4,0,,,
2313,31B02,2016,1,1,F2F,1,Quiz1,75,79,4,0,,,
2314,31B02,2016,1,1,F2F,1,Quiz4,75,79,4,0,,,
2315,31A04,2016,1,1,F2F,1,Test1,75,79,4,0,,,
903,13A20,2016,2,1,F2F,1,exam1,95,100,5,0,,,
237,13B24,2016,2,1,F2F,1,exam1,95,100,5,0,,,
1227,13B24,2016,2,1,F2F,1,exam2,95,100,5,0,,,
52,13B6,2016,2,1,F2F,0,exam1,89,94,5,0,,,
410,13B15,2016,2,1,F2F,0,exam2,82,87,5,0,,,
85,13A10,2016,2,1,F2F,1,exam2 ,81,86,5,0,,,
1615,21B3,2016,1,1,F2F,1,exam2,50,55,5,0,,,
377,13A29,2016,2,1,F2F,1,quiz4,90,95,5,0,,,
927,13A29,2016,2,1,F2F,0,Quiz4,90,95,5,0,,,
1230,13A15,2016,2,1,F2F,0,Quiz5,90,95,5,0,,,
267,13A29,2016,2,1,F2F,0,Test2,90,95,5,0,,,
1281,13C31,2016,2,1,F2F,0,Quiz8,85,90,5,0,,,
1266,13A6,2016,2,1,F2F,0,Final,85,90,5,0,,,
2437,31B15,2016,1,1,F2F,0,Quiz1,55,60,5,0,,,
1603,21B11,2016,1,1,F2F,0,Quiz2,55,60,5,0,,,
1401,11A21,2016,1,1,F2F,0,Quiz3,55,60,5,0,,,
1668,21C4,2016,1,1,F2F,0,Test1,55,60,5,0,,,
1978,21B26,2016,1,1,F2F,1,Quiz4,50,55,5,0,,,
2132,21D8,2016,1,1,F2F,1,Quiz5,50,55,5,0,,,
2252,41A13,2016,1,1,F2F,1,Test2,50,55,5,0,,,
621,13C31,2016,2,1,F2F,1,Quiz6,87,92,5,0,,,
731,13C31,2016,2,1,F2F,1,Test3,87,92,5,0,,,
2316,31B16,2016,1,1,F2F,0,Quiz6,74,79,5,0,,,
2317,31B15,2016,1,1,F2F,0,Test3,74,79,5,0,,,
130,13A15,2016,2,1,F2F,1,exam1,94,100,6,0,,,
708,13D21,2016,2,1,F2F,0,exam1,90,96,6,0,,,
1148,13D21,2016,2,1,F2F,1,exam2,90,96,6,0,,,
844,13A3,2016,2,1,F2F,1,exam2,78,84,6,0,,,
415,13A10,2016,2,1,F2F,0,Quiz6,80,86,6,0,,,
965,13A10,2016,2,1,F2F,0,Quiz7,80,86,6,0,,,
1113,23B2,2016,2,1,F2F,0,Quiz8,80,86,6,0,,,
1133,23B5,2016,2,1,F2F,1,Quiz8,80,86,6,0,,,
612,13A21,2016,2,1,F2F,0,Test3,80,86,6,0,,,
1162,13A21,2016,2,1,F2F,0,Final,80,86,6,0,,,
399,13C8,2016,2,1,F2F,1,Final,80,86,6,0,,,
1903,21C20,2016,1,1,F2F,1,Quiz6,58,64,6,0,,,
1931,21B2,2016,1,1,F2F,1,Quiz7,58,64,6,0,,,
1957,21B12,2016,1,1,F2F,1,Test3,58,64,6,0,,,
2203,41A05,2016,1,1,F2F,1,Quiz4,50,56,6,0,,,
2258,41A30,2016,1,1,F2F,1,Quiz5,50,56,6,0,,,
2259,41A33,2016,1,1,F2F,1,Test2,50,56,6,0,,,
1858,21B4,2016,1,1,F2F,1,Quiz8,61,67,6,0,,,
932,13B6,2016,2,1,F2F,1,exam1,87,94,7,0,,,
1669,21C7,2016,1,1,F2F,0,exam3,60,67,7,0,,,
1171,13C31,2016,2,1,F2F,0,Quiz8,85,92,7,0,,,
176,13A17,2016,2,1,F2F,0,Final,85,92,7,0,,,
1727,21B1,2016,1,1,F2F,0,Quiz8,40,47,7,0,,,
1768,21C16,2016,1,1,F2F,0,Final,40,47,7,0,,,
1128,13B22,2016,2,1,F2F,1,Quiz1,89,96,7,0,,,
804,13B26,2016,2,1,F2F,1,Quiz4,89,96,7,0,,,
838,13C9,2016,2,1,F2F,1,Test1,89,96,7,0,,,
848,13A28,2016,2,1,F2F,0,Quiz3,84,91,7,0,,,
62,13A21,2016,2,1,F2F,1,Quiz7,84,91,7,0,,,
2293,41A23,2016,1,1,F2F,1,Quiz1,70,77,7,0,,,
2294,41A28,2016,1,1,F2F,1,Quiz4,70,77,7,0,,,
2359,31B03,2016,1,1,F2F,1,Test1,70,77,7,0,,,
861,13C25,2016,2,1,F2F,1,exam1,85,93,8,0,,,
794,13A26,2016,2,1,F2F,1,exam2,75,83,8,0,,,
423,13D24,2016,2,1,F2F,0,Quiz6,76,84,8,0,,,
533,13D24,2016,2,1,F2F,0,Quiz7,76,84,8,0,,,
1083,13D24,2016,2,1,F2F,0,Test3,76,84,8,0,,,
1749,21B20,2016,1,1,F2F,0,Quiz4,60,68,8,0,,,
2532,11C5,2016,1,1,F2F,0,Quiz5,60,68,8,0,,,
2533,11C22,2016,1,1,F2F,0,Test2,60,68,8,0,,,
697,23B4,2016,2,1,F2F,0,Quiz6,90,98,8,0,,,
761,23A18,2016,2,1,F2F,0,Test3,90,98,8,0,,,
1258,13D21,2016,2,1,F2F,1,Quiz3,80,88,8,0,,,
1826,21C8,2016,1,1,F2F,1,Quiz8,67,75,8,0,,,
2476,31B13,2016,1,1,F2F,1,Quiz3,64,72,8,0,,,
1455,11A21,2016,1,1,F2F,0,Quiz2,62,70,8,0,,,
1456,11B9,2016,1,1,F2F,0,Quiz5,62,70,8,0,,,
1820,21C26,2016,1,1,F2F,0,Test2,62,70,8,0,,,
638,13A8,2016,2,1,F2F,1,exam1,81,90,9,0,,,
534,13A25,2016,2,1,F2F,0,Quiz8,80,89,9,0,,,
1084,13A25,2016,2,1,F2F,0,Final,80,89,9,0,,,
1010,13A15,2016,2,1,F2F,1,Quiz2,91,100,9,0,,,
1052,13A21,2016,2,1,F2F,1,Quiz5,91,100,9,0,,,
1106,23A19,2016,2,1,F2F,1,Test2,91,100,9,0,,,
33,23B5,2016,2,1,F2F,1,Quiz6,90,99,9,0,,,
39,23A10,2016,2,1,F2F,1,Test3,90,99,9,0,,,
537,13A19,2016,2,1,F2F,0,exam1,73,83,10,0,,,
829,13C12,2016,2,1,F2F,1,quiz4,90,100,10,0,,,
616,13A17,2016,2,1,F2F,1,quiz4,80,90,10,0,,,
1166,13A17,2016,2,1,F2F,1,Quiz1,80,90,10,0,,,
265,13B5,2016,2,1,F2F,1,Quiz2,80,90,10,0,,,
1201,23A18,2016,2,1,F2F,1,Quiz3,80,90,10,0,,,
290,13D28,2016,2,1,F2F,1,Quiz4,80,90,10,0,,,
620,13D28,2016,2,1,F2F,1,Quiz5,80,90,10,0,,,
730,13D28,2016,2,1,F2F,1,Quiz6,80,90,10,0,,,
1170,13D28,2016,2,1,F2F,1,Quiz7,80,90,10,0,,,
71,13C31,2016,2,1,F2F,1,Test1,80,90,10,0,,,
181,13C31,2016,2,1,F2F,1,Test2,80,90,10,0,,,
291,13C31,2016,2,1,F2F,1,Test3,80,90,10,0,,,
2119,21D16,2016,1,1,F2F,1,Quiz6,70,80,10,0,,,
2120,21D3,2016,1,1,F2F,1,Quiz7,70,80,10,0,,,
2121,21D5,2016,1,1,F2F,1,Test3,70,80,10,0,,,
1855,21B10,2016,1,1,F2F,1,Quiz8,50,60,10,0,,,
1458,11B19,2016,1,1,F2F,1,Final,50,60,10,0,,,
1015,13D11,2016,2,1,F2F,0,Quiz2,90,100,10,0,,,
1163,13C13,2016,2,1,F2F,0,Quiz5,90,100,10,0,,,
1269,13C12,2016,2,1,F2F,0,Test2,90,100,10,0,,,
2124,21D3,2016,1,1,F2F,1,Quiz2,70,80,10,0,,,
2125,21D10,2016,1,1,F2F,1,Quiz5,70,80,10,0,,,
2126,21D9,2016,1,1,F2F,1,Test2,70,80,10,0,,,
1438,11B17,2016,1,1,F2F,1,Quiz2,60,70,10,0,,,
1595,21B13,2016,1,1,F2F,1,Quiz5,60,70,10,0,,,
1688,21C3,2016,1,1,F2F,1,Test2,60,70,10,0,,,
1212,23A5,2016,2,1,F2F,0,quiz5,90,100,10,0,,,
899,13D17,2016,2,1,F2F,0,quiz5,90,100,10,0,,,
27,13C19,2016,2,1,F2F,0,quiz5,90,100,10,0,,,
137,13C19,2016,2,1,F2F,0,quiz5,90,100,10,0,,,
247,13C19,2016,2,1,F2F,1,quiz5,90,100,10,0,,,
951,13C31,2016,2,1,F2F,0,quiz5,80,90,10,0,,,
1234,13A26,2016,2,1,F2F,1,quiz5,80,90,10,0,,,
1137,23B4,2016,2,1,F2F,1,quiz5,80,90,10,0,,,
1827,21C13,2016,1,1,F2F,0,quiz5,60,70,10,0,,,
248,13B22,2016,2,1,F2F,1,exam1,89,100,11,0,,,
2348,31B10,2016,1,1,F2F,1,Test1,45,56,11,0,,,
1056,13A17,2016,2,1,F2F,0,Quiz8,81,92,11,0,,,
1136,13B9,2016,2,1,F2F,0,Quiz4,80,92,12,0,,,
56,13A6,2016,2,1,F2F,0,Quiz5,80,92,12,0,,,
386,13A6,2016,2,1,F2F,0,Test2,80,92,12,0,,,
1320,23A20,2016,2,1,F2F,0,Quiz8,75,87,12,0,,,
649,23B14,2016,2,1,F2F,0,Final,75,87,12,0,,,
1565,21B16,2016,1,1,F2F,0,Quiz8,60,72,12,0,,,
1675,21C4,2016,1,1,F2F,0,Final,60,72,12,0,,,
2516,11C4,2016,1,1,F2F,1,Quiz6,65,77,12,0,,,
2517,11C20,2016,1,1,F2F,1,Test3,65,77,12,0,,,
953,13C20,2016,2,1,F2F,1,exam1,77,90,13,0,,,
790,13A15,2016,2,1,F2F,0,exam1,70,83,13,0,,,
74,13A3,2016,2,1,F2F,0,Quiz8,77,90,13,0,,,
404,13A3,2016,2,1,F2F,0,Final,77,90,13,0,,,
2322,31A12,2016,1,1,F2F,0,Quiz8,66,79,13,0,,,
2323,31B13,2016,1,1,F2F,0,Final,66,79,13,0,,,
1818,21B21,2016,1,1,F2F,0,Quiz3,60,73,13,0,,,
2444,31B17,2016,1,1,F2F,0,Quiz6,60,73,13,0,,,
2506,31C01,2016,1,1,F2F,0,Quiz7,60,73,13,0,,,
2588,11C13,2016,1,1,F2F,0,Test3,60,73,13,0,,,
664,23B10,2016,2,1,F2F,0,Quiz1,86,99,13,0,,,
1214,23B10,2016,2,1,F2F,0,Quiz4,86,99,13,0,,,
134,13A26,2016,2,1,F2F,0,Test1,86,99,13,0,,,
1218,23A7,2016,2,1,F2F,0,Quiz1,80,94,14,0,,,
398,13C9,2016,2,1,F2F,0,Quiz2,80,94,14,0,,,
508,13C9,2016,2,1,F2F,0,Quiz4,80,94,14,0,,,
868,13D22,2016,2,1,F2F,0,Quiz5,80,94,14,0,,,
1058,13C9,2016,2,1,F2F,0,Quiz6,80,94,14,0,,,
1308,13D22,2016,2,1,F2F,0,Quiz7,80,94,14,0,,,
1257,13A29,2016,2,1,F2F,0,Quiz8,80,94,14,0,,,
186,13B32,2016,2,1,F2F,0,Test2,80,94,14,0,,,
516,13B32,2016,2,1,F2F,0,Test3,80,94,14,0,,,
1066,13B32,2016,2,1,F2F,0,Final,80,94,14,0,,,
879,13D13,2016,2,1,F2F,0,Quiz1,73,87,14,0,,,
1319,13D13,2016,2,1,F2F,0,Quiz2,73,87,14,0,,,
660,23A20,2016,2,1,F2F,0,Quiz3,73,87,14,0,,,
799,13B18,2016,2,1,F2F,0,Test1,73,87,14,0,,,
1514,21A6,2016,1,1,F2F,0,Quiz8,53,67,14,0,,,
1724,21B14,2016,1,1,F2F,0,Final,53,67,14,0,,,
996,23A19,2016,2,1,F2F,0,exam1,85,100,15,0,,,
145,13D12,2016,2,1,F2F,1,exam2,83,98,15,0,,,
867,13A19,2016,2,1,F2F,1,exam2 ,78,93,15,0,,,
307,13B17,2016,2,1,F2F,1,quiz4,75,90,15,0,,,
1034,13B25,2016,2,1,F2F,0,Quiz8,80,95,15,0,,,
815,13B5,2016,2,1,F2F,0,Final,80,95,15,0,,,
45,13B5,2016,2,1,F2F,1,Quiz2,80,95,15,0,,,
251,13B2,2016,2,1,F2F,1,Quiz2,80,95,15,0,,,
375,13B5,2016,2,1,F2F,1,Quiz5,80,95,15,0,,,
925,13B5,2016,2,1,F2F,1,Quiz5,80,95,15,0,,,
1108,23A7,2016,2,1,F2F,1,Test2,80,95,15,0,,,
1210,23A20,2016,2,1,F2F,1,Test2,80,95,15,0,,,
2189,21D16,2016,1,1,F2F,1,Quiz1,65,80,15,0,,,
2190,21D17,2016,1,1,F2F,1,Quiz4,65,80,15,0,,,
2195,41A12,2016,1,1,F2F,1,Test1,65,80,15,0,,,
1250,13B14,2016,2,1,F2F,1,quiz5,85,100,15,0,,,
42,13C5,2016,2,1,F2F,0,exam1,80,96,16,0,,,
152,13C5,2016,2,1,F2F,0,Quiz1,80,96,16,0,,,
